STATEFIPS,STATE,zipcode,Returns_pct1,Returns_pct2,Returns_pct3,Returns_pct4,Returns_pct5,Returns_pct6,total
21,KY,40371,43.27,28.85,14.42,7.69,5.77,0,1040
21,KY,40372,32.04,26.21,15.53,11.65,14.56,0,1030
21,KY,40374,46.97,27.27,12.12,6.06,7.58,0,660
21,KY,40379,34.59,23.27,15.09,10.06,15.09,1.89,1590
21,KY,40380,45.29,27.17,13.04,7.97,6.52,0,2760
21,KY,40383,33.87,23.15,13.69,9.91,15.32,4.05,11100
21,KY,40385,39.84,25,17.97,10.16,7.03,0,1280
21,KY,40387,48.53,27.94,14.71,5.88,2.94,0,680
21,KY,40390,39.64,24.73,14.55,9.09,9.82,2.18,2750
21,KY,40391,39.62,25.52,13.51,9.2,10.38,1.76,15320
21,KY,40402,46.73,26.17,14.95,7.48,4.67,0,1070
21,KY,40403,38.32,25.54,17.22,9.56,8.33,1.04,10570
21,KY,40409,44.12,26.47,15.44,8.09,5.88,0,1360
21,KY,40419,46.54,27.67,13.21,8.18,4.4,0,1590
21,KY,40422,38.45,25.08,13.38,9.2,11.08,2.82,9570
21,KY,40437,43.71,28.74,13.17,7.78,6.59,0,1670
21,KY,40440,41.05,32.63,14.74,6.32,5.26,0,950
21,KY,40442,51.22,24.39,14.63,9.76,0,0,410
21,KY,40444,39.12,24.56,15.09,10.35,9.47,1.4,5700
21,KY,40445,50,32.14,10.71,7.14,0,0,280
21,KY,40447,46.19,27.54,14.41,7.2,4.66,0,2360
21,KY,40456,42.69,28.36,14.93,7.46,5.67,0.9,3350
21,KY,40460,46.67,30,13.33,10,0,0,300
21,KY,40461,36.73,25.51,16.33,10.2,11.22,0,980
21,KY,40464,38.46,33.33,15.38,12.82,0,0,390
21,KY,40468,37.33,28,17.33,9.33,8,0,750
21,KY,40472,49.06,24.53,15.09,7.55,3.77,0,530
21,KY,40475,38.79,23.02,13.45,9.27,12.72,2.76,23200
21,KY,40481,42.86,23.81,19.05,14.29,0,0,210
21,KY,40484,42.12,26.97,14.94,8.09,6.85,1.04,4820
21,KY,40486,45.45,28.57,14.29,6.49,5.19,0,770
21,KY,40489,46.67,27.41,14.81,5.93,5.19,0,1350
21,KY,40502,30.42,20.31,11.43,7.72,17.14,12.97,12950
21,KY,40503,33.06,23.75,15.05,10.74,14.22,3.18,13220
21,KY,40504,48.57,27.6,10.76,5.7,6.16,1.2,10870
21,KY,40505,45.96,31.15,11.7,6.11,4.22,0.86,11620
21,KY,40507,36.84,23.16,13.68,7.37,9.47,9.47,950
21,KY,40508,59.25,24.57,7.23,3.03,3.9,2.02,6920
21,KY,40509,29.14,22.51,14.36,10.15,18.04,5.79,19010
21,KY,40510,35.42,16.67,10.42,8.33,16.67,12.5,480
21,KY,40511,34.97,29.1,15.72,9.03,9.66,1.52,14500
21,KY,40513,24.47,13.96,10.71,8.8,25.43,16.63,5230
21,KY,40514,27.15,19.49,16.94,13.17,20.43,2.82,7440
21,KY,40515,30.39,23.32,13.5,9.64,17.01,6.14,17110
21,KY,40516,32.31,27.69,14.62,9.23,11.54,4.62,1300
21,KY,40517,44.47,30.66,13.34,6.26,4.74,0.53,17090
21,KY,40601,35.63,27.36,14.76,9.48,10.89,1.87,24050
21,KY,40604,35.71,28.57,21.43,0,14.29,0,140
21,KY,40701,46.26,25.02,13.11,7.66,6.37,1.57,10830
21,KY,40729,48.36,24.88,13.62,6.57,5.63,0.94,2130
21,KY,40734,52.24,24.63,12.69,5.97,4.48,0,1340
21,KY,40737,50.94,24.53,15.09,5.66,3.77,0,530
21,KY,40740,47.32,26.79,15.18,6.25,4.46,0,1120
21,KY,40741,43.61,26.28,14.1,7.29,6.93,1.79,8370
21,KY,40743,34.12,30.59,12.94,8.24,10.59,3.53,850
21,KY,40744,42.7,25.82,13.76,9.22,6.81,1.7,7050
21,KY,40759,56.32,24.14,10.34,5.75,3.45,0,870
21,KY,40763,58.33,25,16.67,0,0,0,120
21,KY,40769,53.52,24.7,11.32,5.49,4.29,0.69,5830
21,KY,40771,54.17,29.17,10.42,6.25,0,0,480
21,KY,40806,47.37,22.37,14.47,7.89,7.89,0,760
21,KY,40807,47.37,21.05,15.79,15.79,0,0,190
21,KY,40810,48.65,27.03,13.51,10.81,0,0,370
21,KY,40813,43.48,30.43,13.04,13.04,0,0,230
21,KY,40815,58.97,20.51,12.82,7.69,0,0,390
21,KY,40819,50,25,12.5,12.5,0,0,240
21,KY,40820,63.64,36.36,0,0,0,0,110
21,KY,40823,54.81,22.12,12.5,5.77,4.81,0,1040
21,KY,40826,56.25,25,18.75,0,0,0,160
21,KY,40827,47.37,26.32,10.53,15.79,0,0,190
21,KY,40828,55.14,24.3,11.21,5.61,3.74,0,1070
21,KY,40829,48.28,24.14,13.79,13.79,0,0,290
21,KY,40831,47.88,23.03,12.12,6.67,7.88,2.42,1650
21,KY,40845,54.55,27.27,18.18,0,0,0,110
21,KY,40854,45.28,28.3,15.09,11.32,0,0,530
21,KY,40855,50,25,12.5,12.5,0,0,240
21,KY,40856,45,30,25,0,0,0,200
21,KY,40862,41.18,29.41,17.65,11.76,0,0,170
21,KY,40863,50,28.57,21.43,0,0,0,140
21,KY,40865,50,25,25,0,0,0,120
21,KY,40868,50,25,12.5,12.5,0,0,240
21,KY,40870,46.15,30.77,23.08,0,0,0,130
21,KY,40873,49.18,26.23,13.11,6.56,4.92,0,610
21,KY,40903,51.61,29.03,12.9,6.45,0,0,310
21,KY,40906,47.99,26.54,12.33,6.43,5.63,1.07,3730
21,KY,40914,52.63,26.32,21.05,0,0,0,190
21,KY,40915,51.16,25.58,13.95,9.3,0,0,430
21,KY,40923,56.67,26.67,6.67,10,0,0,300
21,KY,40927,45.45,27.27,27.27,0,0,0,110
21,KY,40935,57.81,26.56,12.5,0,3.13,0,640
21,KY,40939,55,20,25,0,0,0,200
21,KY,40940,55.56,33.33,11.11,0,0,0,180
21,KY,40941,64.29,21.43,14.29,0,0,0,140
21,KY,40943,51.52,30.3,9.09,9.09,0,0,330
21,KY,40949,44.83,27.59,13.79,13.79,0,0,290
21,KY,40953,57.14,23.81,19.05,0,0,0,210
21,KY,40958,60,26.67,13.33,0,0,0,150
21,KY,40962,50.88,25.54,12.09,5.85,4.87,0.78,5130
21,KY,40965,54.65,24.04,11.34,4.99,3.85,1.13,4410
21,KY,40972,61.9,23.81,7.14,7.14,0,0,420
21,KY,40977,48.53,25.37,13.24,7.35,5.51,0,2720
21,KY,40988,57.14,42.86,0,0,0,0,140
21,KY,41001,30.06,21.5,14.91,12.49,18.03,3.01,8650
21,KY,41002,39.18,25.77,17.53,8.25,9.28,0,970
21,KY,41003,39.8,25.51,18.37,9.18,7.14,0,980
21,KY,41004,36.36,27.27,17.58,10.3,8.48,0,1650
21,KY,41005,30.5,23.17,15.92,12.43,15.47,2.5,11180
21,KY,41006,34.87,24.1,16.41,10.26,12.82,1.54,1950
21,KY,41007,31.22,20.63,15.34,12.7,17.46,2.65,1890
21,KY,41008,42.26,24.19,14.19,9.03,9.35,0.97,3100
21,KY,41010,40.48,24.6,16.67,9.52,8.73,0,1260
21,KY,41011,39.58,25.52,12.33,7.64,10.16,4.77,11520
21,KY,41014,47.73,32.79,10.39,4.87,4.22,0,3080
21,KY,41015,38.06,25.92,13.67,8.88,11.02,2.45,9800
21,KY,41016,38.83,30.77,13.55,7.69,7.69,1.47,2730
21,KY,41017,28.71,21.89,14.21,10.54,16.52,8.13,19920
21,KY,41018,36.52,29.57,14.64,8.48,8.62,2.17,13800
21,KY,41030,37.91,26.71,14.08,9.03,10.11,2.17,2770
21,KY,41031,38.71,25.51,14.81,10.41,9.38,1.17,6820
21,KY,41033,33.68,27.37,16.84,10.53,11.58,0,950
21,KY,41034,35.71,30.95,11.9,9.52,11.9,0,420
21,KY,41035,37.97,27,15.61,9.49,8.86,1.05,4740
21,KY,41039,42.86,25,15.18,9.82,7.14,0,1120
21,KY,41040,40.52,27.45,15.03,9.15,6.86,0.98,3060
21,KY,41041,42.12,26.37,15.07,7.53,7.19,1.71,2920
21,KY,41042,34.96,27.49,15.06,9.29,11.1,2.1,24770
21,KY,41043,31.25,27.5,15,12.5,13.75,0,800
21,KY,41044,37.78,26.67,17.78,8.89,8.89,0,450
21,KY,41045,40.38,25,13.46,9.62,11.54,0,520
21,KY,41046,41.1,28.77,16.44,8.22,5.48,0,730
21,KY,41048,27.83,17.07,14.06,12.63,22.09,6.31,6970
21,KY,41049,42.05,26.14,15.91,9.09,6.82,0,880
21,KY,41051,29.23,21.83,16.26,13.55,17.36,1.76,13650
21,KY,41052,30.77,46.15,0,23.08,0,0,130
21,KY,41055,39.73,26.03,13.7,6.85,13.7,0,730
21,KY,41056,42.83,23.44,12.82,8.94,9.95,2.02,5930
21,KY,41059,32.03,23.44,15.63,10.16,14.84,3.91,1280
21,KY,41063,32.86,24.29,17.14,10.71,13.57,1.43,1400
21,KY,41064,41.1,28.77,15.07,8.22,6.85,0,730
21,KY,41071,40.43,28.22,14.05,6.81,8,2.49,9250
21,KY,41073,33.56,29.76,16.61,9.69,8.3,2.08,2890
21,KY,41074,42.55,28.94,12.34,6.81,7.66,1.7,2350
21,KY,41075,27.55,20.05,13.9,11.07,19.93,7.5,8130
21,KY,41076,31.27,24.69,15.51,10.17,14.64,3.72,8060
21,KY,41080,34.15,23.17,14.63,9.76,15.85,2.44,820
21,KY,41083,38.78,24.49,16.33,8.16,12.24,0,490
21,KY,41085,40,28.57,17.14,8.57,5.71,0,350
21,KY,41086,36.14,28.92,15.66,7.23,12.05,0,830
21,KY,41091,26.58,13.7,11.45,11.25,25.87,11.15,9780
21,KY,41092,31.68,22.98,14.91,9.94,14.29,6.21,1610
21,KY,41093,43.88,28.57,15.31,7.14,5.1,0,980
21,KY,41094,31.5,22.73,15.2,11.44,15.83,3.29,6380
21,KY,41095,39.88,30.06,14.72,6.75,8.59,0,1630
21,KY,41097,41.18,25.95,15.22,8.3,8.3,1.04,2890
21,KY,41098,43.75,25,15.63,7.81,7.81,0,640
21,KY,41101,45.28,22.28,12.83,7.9,8.6,3.1,7090
21,KY,41102,38.91,22.94,14.7,10.14,11.03,2.28,7890
21,KY,41121,40,26.15,15.38,7.69,10.77,0,650
21,KY,41124,51.61,25.81,16.13,6.45,0,0,310
21,KY,41129,36.02,23.92,13.98,9.95,13.71,2.42,3720
21,KY,41132,50,16.67,33.33,0,0,0,120
21,KY,41139,42.03,24.93,14.2,8.12,8.99,1.74,3450
21,KY,41141,44.71,27.06,14.12,8.24,5.88,0,850
21,KY,41143,41.87,24.3,14.39,9.72,8.6,1.12,5350
21,KY,41144,40.77,25.64,14.87,8.46,8.97,1.28,3900
21,KY,41146,54.55,27.27,18.18,0,0,0,220
21,KY,41149,52.94,23.53,23.53,0,0,0,170
21,KY,41159,46.15,30.77,23.08,0,0,0,130
21,KY,41164,44.77,28.51,13.36,7.57,5.12,0.67,4490
21,KY,41166,43.48,26.09,17.39,13.04,0,0,230
21,KY,41168,42.11,22.81,14.04,10.53,10.53,0,1140
21,KY,41169,35.56,22.18,13.81,11.72,13.81,2.93,2390
21,KY,41171,43.08,28.46,13.08,8.46,6.92,0,1300
21,KY,41174,37.5,30,15,7.5,10,0,400
21,KY,41175,41.98,23.11,15.57,9.91,9.43,0,2120
21,KY,41179,46.51,27.13,13.57,7.36,5.43,0,2580
21,KY,41180,50,21.88,15.63,6.25,6.25,0,320
21,KY,41183,36.23,27.54,14.49,11.59,10.14,0,690
21,KY,41189,38.54,30.21,14.58,9.38,7.29,0,960
21,KY,41203,53.85,23.08,23.08,0,0,0,130
21,KY,41204,53.33,26.67,20,0,0,0,150
21,KY,41214,56.25,18.75,25,0,0,0,160
21,KY,41216,36.84,23.68,21.05,7.89,10.53,0,380
21,KY,41219,44.44,25.4,17.46,7.94,4.76,0,630
21,KY,41222,44.71,24.71,15.29,7.06,8.24,0,850
21,KY,41224,46,24,13.33,8.67,8,0,1500
21,KY,41230,44.74,23.68,14.11,8.85,7.42,1.2,4180
21,KY,41231,50,18.75,15.63,9.38,6.25,0,320
21,KY,41232,47.62,23.81,14.29,14.29,0,0,210
21,KY,41234,47.37,21.05,15.79,15.79,0,0,190
21,KY,41238,42.11,21.05,13.16,13.16,10.53,0,380
21,KY,41240,42.92,24.46,13.3,8.58,8.58,2.15,2330
21,KY,41250,47.83,21.74,17.39,13.04,0,0,230
21,KY,41254,43.75,25,12.5,18.75,0,0,160
21,KY,41255,46.88,28.13,12.5,12.5,0,0,320
21,KY,41256,37.18,25.64,11.54,8.97,12.82,3.85,780
21,KY,41257,52.94,17.65,17.65,11.76,0,0,170
21,KY,41260,52.17,21.74,13.04,13.04,0,0,230
21,KY,41262,58.06,22.58,9.68,9.68,0,0,310
21,KY,41263,63.64,0,36.36,0,0,0,110
21,KY,41264,46.67,40,0,13.33,0,0,150
21,KY,41265,41.38,25.86,15.52,10.34,6.9,0,580
21,KY,41267,62.96,14.81,11.11,11.11,0,0,270
21,KY,41268,42.86,23.81,19.05,14.29,0,0,210
21,KY,41274,40.74,25.93,14.81,18.52,0,0,270
21,KY,41301,49.47,27.66,12.77,5.85,4.26,0,1880
21,KY,41311,50.26,26.15,12.82,6.15,4.62,0,1950
21,KY,41314,51.13,25.56,12.03,6.77,4.51,0,1330
21,KY,41317,54.55,45.45,0,0,0,0,110
21,KY,41332,45,30,20,0,5,0,400
21,KY,41339,46.67,27.27,13.33,6.97,4.85,0.91,3300
21,KY,41348,51.16,25.58,13.95,9.3,0,0,430
21,KY,41352,37.5,37.5,12.5,12.5,0,0,160
21,KY,41360,46.15,23.08,30.77,0,0,0,130
21,KY,41365,53.33,33.33,0,13.33,0,0,150
21,KY,41385,54.55,22.73,22.73,0,0,0,220
21,KY,41408,53.85,30.77,15.38,0,0,0,130
21,KY,41421,40,30,30,0,0,0,100
21,KY,41425,48.57,28.57,14.29,8.57,0,0,350
21,KY,41464,58.33,25,16.67,0,0,0,120
21,KY,41465,45.79,26.4,13.48,7.3,7.02,0,3560
21,KY,41472,42.26,28.06,15.16,7.74,5.48,1.29,3100
21,KY,41501,43.45,21.94,13.99,8.25,8.84,3.53,6790
21,KY,41503,38.1,23.81,14.29,9.52,14.29,0,210
21,KY,41512,52.17,21.74,13.04,13.04,0,0,230
21,KY,41513,46.15,38.46,0,15.38,0,0,130
21,KY,41514,44.35,24.35,14.78,9.57,6.96,0,1150
21,KY,41519,42.42,21.21,18.18,12.12,6.06,0,330
21,KY,41522,49.61,23.26,13.95,6.98,6.2,0,1290
21,KY,41524,63.64,18.18,18.18,0,0,0,110
21,KY,41527,35,20,15,10,20,0,200
21,KY,41528,53.33,26.67,20,0,0,0,150
21,KY,41531,39.39,27.27,15.15,12.12,6.06,0,330
21,KY,41535,50,25,25,0,0,0,120
21,KY,41537,51.49,23.13,11.94,6.72,6.72,0,1340
21,KY,41539,43.64,23.64,16.36,9.09,7.27,0,550
21,KY,41540,41.67,41.67,0,16.67,0,0,120
21,KY,41543,52.94,23.53,23.53,0,0,0,170
21,KY,41544,52.17,21.74,17.39,8.7,0,0,230
21,KY,41548,47.83,26.09,13.04,13.04,0,0,230
21,KY,41553,50.79,22.22,12.7,9.52,4.76,0,630
21,KY,41554,47.62,23.81,9.52,19.05,0,0,210
21,KY,41555,50,22.73,13.64,13.64,0,0,220
21,KY,41557,45.76,23.73,15.25,6.78,8.47,0,590
21,KY,41558,44.44,22.22,16.67,16.67,0,0,180
21,KY,41559,44.44,27.78,16.67,11.11,0,0,180
21,KY,41560,45,25,15,15,0,0,200
21,KY,41562,46.84,29.11,11.39,8.86,3.8,0,790
21,KY,41564,45.16,25.81,16.13,12.9,0,0,310
21,KY,41568,61.11,22.22,16.67,0,0,0,180
21,KY,41571,41.18,29.41,29.41,0,0,0,170
21,KY,41572,48.15,25.93,12.04,7.41,6.48,0,1080
21,KY,41601,36.96,28.26,15.22,8.7,10.87,0,460
21,KY,41602,42.86,25,17.86,14.29,0,0,280
21,KY,41603,46.94,20.41,14.29,6.12,12.24,0,490
21,KY,41605,45.45,27.27,12.12,6.06,9.09,0,330
21,KY,41606,53.33,26.67,20,0,0,0,150
21,KY,41607,50,33.33,16.67,0,0,0,120
21,KY,41615,36.84,26.32,15.79,21.05,0,0,190
21,KY,41616,52.94,29.41,0,17.65,0,0,170
21,KY,41622,40,26.67,20,13.33,0,0,150
21,KY,41630,51.52,27.27,15.15,0,6.06,0,330
21,KY,41631,54.17,20.83,16.67,8.33,0,0,240
21,KY,41632,50,28.57,21.43,0,0,0,140
21,KY,41635,48.45,23.71,12.37,7.22,8.25,0,970
21,KY,41636,55,30,15,0,0,0,200
21,KY,41640,48.57,25.71,8.57,8.57,8.57,0,350
21,KY,41642,42.86,19.05,19.05,19.05,0,0,210
21,KY,41645,44.44,27.78,11.11,8.33,8.33,0,360
21,KY,41647,52,26,12,6,4,0,500
21,KY,41649,51.76,24.71,9.41,7.06,7.06,0,850
21,KY,41650,52.38,28.57,19.05,0,0,0,210
21,KY,41653,42.75,24.87,13.73,7.77,8.81,2.07,3860
21,KY,41655,60,24,16,0,0,0,250
21,KY,41659,36,24,12,12,16,0,250
21,KY,41660,57.14,28.57,14.29,0,0,0,210
21,KY,41666,54.17,20.83,16.67,8.33,0,0,240
21,KY,41667,66.67,33.33,0,0,0,0,120
21,KY,41669,52.94,29.41,17.65,0,0,0,170
21,KY,41701,48.56,21.63,12.74,7.45,7.21,2.4,4160
21,KY,41712,53.85,23.08,23.08,0,0,0,130
21,KY,41713,50,50,0,0,0,0,120
21,KY,41714,50,21.43,28.57,0,0,0,140
21,KY,41719,50,25,12.5,12.5,0,0,480
21,KY,41721,50,27.27,22.73,0,0,0,220
21,KY,41722,51.56,26.56,10.94,6.25,4.69,0,640
21,KY,41723,55.56,22.22,13.89,8.33,0,0,360
21,KY,41725,54.55,18.18,27.27,0,0,0,110
21,KY,41727,45.95,32.43,16.22,0,5.41,0,370
21,KY,41729,61.11,22.22,16.67,0,0,0,180
21,KY,41731,46.88,25,12.5,9.38,6.25,0,320
21,KY,41739,45.45,27.27,27.27,0,0,0,110
21,KY,41740,52.17,17.39,17.39,0,13.04,0,230
21,KY,41746,50,25,15,10,0,0,200
21,KY,41749,44.17,25.83,15.83,7.5,6.67,0,1200
21,KY,41751,43.75,43.75,0,12.5,0,0,160
21,KY,41754,42.86,28.57,28.57,0,0,0,140
21,KY,41759,46.67,40,0,13.33,0,0,150
21,KY,41763,43.75,31.25,25,0,0,0,160
21,KY,41764,42.86,35.71,21.43,0,0,0,140
21,KY,41773,52.27,25,9.09,6.82,6.82,0,440
21,KY,41774,45.68,25.93,12.35,8.64,7.41,0,810
21,KY,41776,43.64,25.45,16.36,7.27,7.27,0,550
21,KY,41777,50,25,15,10,0,0,200
21,KY,41804,41.67,25,16.67,16.67,0,0,240
21,KY,41815,50,25,16.67,8.33,0,0,240
21,KY,41817,50,28.57,21.43,0,0,0,140
21,KY,41821,46.15,23.08,30.77,0,0,0,130
21,KY,41822,43.27,25,13.46,8.65,7.69,1.92,1040
21,KY,41824,51.43,22.86,17.14,0,8.57,0,350
21,KY,41825,50,25,25,0,0,0,120
21,KY,41826,48.28,27.59,13.79,10.34,0,0,290
21,KY,41828,52.17,26.09,21.74,0,0,0,230
21,KY,41831,47.22,27.78,11.11,5.56,8.33,0,360
21,KY,41832,36.36,27.27,36.36,0,0,0,110
21,KY,41833,80,0,20,0,0,0,100
21,KY,41834,50,31.25,18.75,0,0,0,160
21,KY,41835,47.62,28.57,14.29,9.52,0,0,210
21,KY,41836,51.72,24.14,13.79,10.34,0,0,290
21,KY,41837,44.44,25,16.67,8.33,5.56,0,360
21,KY,41838,50,25,12.5,12.5,0,0,160
21,KY,41839,40.91,36.36,22.73,0,0,0,220
21,KY,41840,51.28,23.08,12.82,7.69,5.13,0,390
21,KY,41843,52.17,30.43,8.7,8.7,0,0,230
21,KY,41844,50,21.43,21.43,0,7.14,0,280
21,KY,41845,60,20,20,0,0,0,100
21,KY,41847,42.86,28.57,14.29,14.29,0,0,140
21,KY,41855,55.56,27.78,16.67,0,0,0,180
21,KY,41858,47.46,23.31,13.14,8.05,6.78,1.27,2360
21,KY,41862,56.52,17.39,13.04,13.04,0,0,230
21,KY,42001,39.03,21.12,13.03,9.21,12.81,4.79,13350
21,KY,42003,44.32,23.89,12.52,8.24,9.31,1.73,12140
21,KY,42020,37.5,22.92,18.75,9.38,11.46,0,960
21,KY,42021,44.26,26.23,11.48,8.2,9.84,0,610
21,KY,42023,39.58,25,13.54,11.46,10.42,0,960
21,KY,42024,42.11,22.81,14.04,8.77,12.28,0,570
21,KY,42025,37.07,23.72,14.54,10.61,12.04,2.03,8390
21,KY,42027,36.84,23.16,14.74,10.53,11.58,3.16,950
21,KY,42028,48,20,16,16,0,0,250
21,KY,42029,37.68,22.89,15.49,9.86,12.68,1.41,2840
21,KY,42031,43.55,24.19,13.71,8.06,8.87,1.61,1240
21,KY,42035,34.09,25,13.64,13.64,13.64,0,440
21,KY,42036,40.82,28.57,14.29,10.2,6.12,0,490
21,KY,42038,37.93,24.63,14.29,9.85,11.33,1.97,2030
21,KY,42039,37.68,27.54,14.49,10.14,10.14,0,690
21,KY,42040,41.67,29.17,14.58,6.25,8.33,0,480
21,KY,42041,50.61,23.78,12.2,6.71,6.71,0,1640
21,KY,42044,33.33,22,16.67,11.33,13.33,3.33,1500
21,KY,42045,38.04,25,15.22,8.7,13.04,0,920
21,KY,42048,49.47,25.26,12.63,6.32,6.32,0,950
21,KY,42049,48.57,24.29,12.86,8.57,5.71,0,700
21,KY,42050,55.1,24.49,9.18,5.1,6.12,0,980
21,KY,42051,38.28,25.78,15.63,10.16,10.16,0,1280
21,KY,42053,37.04,22.22,14.81,11.11,12.96,1.85,2160
21,KY,42054,37.21,27.91,13.95,9.3,11.63,0,430
21,KY,42055,39.82,24.78,13.27,9.73,10.62,1.77,1130
21,KY,42056,44.71,22.35,12.94,9.41,10.59,0,850
21,KY,42058,39.81,26.21,16.5,8.74,8.74,0,1030
21,KY,42064,44.65,24.21,13.21,8.81,8.18,0.94,3180
21,KY,42066,44.12,25.89,13.27,7.66,7.44,1.62,9270
21,KY,42069,36.36,25,13.64,11.36,13.64,0,440
21,KY,42071,43.72,23.29,13.16,8.4,9.18,2.25,11550
21,KY,42076,45,22.5,12.5,10,10,0,400
21,KY,42078,37.14,25.71,18.57,10,8.57,0,700
21,KY,42079,44.44,25.93,12.96,9.26,7.41,0,540
21,KY,42081,39.77,21.59,17.05,11.36,10.23,0,880
21,KY,42082,37.5,22.5,17.5,10,12.5,0,800
21,KY,42083,38.46,23.08,15.38,23.08,0,0,130
21,KY,42085,42.86,28.57,17.14,11.43,0,0,350
21,KY,42086,37.17,21.47,13.61,10.99,15.18,1.57,1910
21,KY,42087,36.67,27.78,14.44,10,11.11,0,900
21,KY,42088,40.95,26.67,15.24,8.57,8.57,0,1050
21,KY,42101,48.51,28.17,12.16,5.77,4.72,0.66,22860
21,KY,42102,35.71,24.29,15.71,8.57,10,5.71,700
21,KY,42103,33.68,22.77,12.49,8.92,14.69,7.45,9530
21,KY,42104,36.23,22.68,13.81,10.45,13.61,3.22,15210
21,KY,42120,46.07,28.09,14.61,6.74,4.49,0,890
21,KY,42122,29.86,19.91,14.22,13.27,18.01,4.74,2110
21,KY,42123,40.63,28.13,15.63,15.63,0,0,320
21,KY,42127,48.67,26.62,13.69,5.7,4.56,0.76,2630
21,KY,42129,51.28,26.37,12.45,5.86,4.03,0,2730
21,KY,42133,48.21,28.57,14.29,3.57,5.36,0,560
21,KY,42134,41.63,27.71,14.86,7.36,7.1,1.34,7470
21,KY,42140,44.44,33.33,11.11,6.67,4.44,0,450
21,KY,42141,42.69,26.74,13.45,8.13,7.35,1.64,12790
21,KY,42154,50,23.33,16.67,10,0,0,300
21,KY,42156,38.46,30.77,15.38,15.38,0,0,130
21,KY,42159,38.18,29.09,14.55,9.09,9.09,0,550
21,KY,42160,43.9,29.27,13.41,7.32,6.1,0,820
21,KY,42164,42.09,27.65,13.98,8.6,6.61,1.08,6510
21,KY,42166,45.56,26.67,15.56,6.67,5.56,0,900
21,KY,42167,49.35,26.45,11.29,7.1,4.52,1.29,3100
21,KY,42170,36.23,24.64,15.94,10.14,13.04,0,690
21,KY,42171,38.08,26.16,16.56,10.26,7.62,1.32,3020
21,KY,42202,44.33,26.8,12.37,7.22,9.28,0,970
21,KY,42204,37.93,27.59,13.79,6.9,13.79,0,290
21,KY,42206,38.08,26.78,17.15,9.21,7.53,1.26,2390
21,KY,42207,43.75,29.17,14.58,8.33,4.17,0,480
21,KY,42210,44.05,28.57,15.48,6.55,5.36,0,1680
21,KY,42211,40.59,25.41,15.36,8.78,8.41,1.46,5470
21,KY,42214,48.15,25.93,14.81,11.11,0,0,270
21,KY,42215,38,28,16,8,10,0,500
21,KY,42217,37.58,26.85,17.45,9.4,8.72,0,1490
21,KY,42220,42.91,27.56,13.39,7.87,6.69,1.57,2540
21,KY,42223,52.12,39.41,5.93,1.69,0.85,0,4720
21,KY,42232,34.29,28.57,17.14,8.57,11.43,0,350
21,KY,42234,44.71,29.41,12.94,5.88,7.06,0,850
21,KY,42236,32.43,27.03,16.22,10.81,13.51,0,370
21,KY,42240,44.25,26.84,12.78,7.52,6.88,1.74,17290
21,KY,42254,45.45,27.27,27.27,0,0,0,110
21,KY,42256,37.89,27.89,15.79,10.53,7.89,0,1900
21,KY,42259,46.15,23.08,15.38,7.69,7.69,0,390
21,KY,42261,39.95,28.64,14.57,8.79,7.29,0.75,3980
21,KY,42262,50.33,36.42,8.61,2.98,1.66,0,3020
21,KY,42265,39.02,21.95,14.63,9.76,14.63,0,410
21,KY,42266,42.39,25,14.13,8.7,9.78,0,920
21,KY,42273,35,30,20,15,0,0,200
21,KY,42274,37.5,25.96,15.38,8.65,12.5,0,1040
21,KY,42275,39.39,27.27,15.15,9.09,9.09,0,330
21,KY,42276,40.49,27.32,14.96,8.62,7.48,1.14,6150
21,KY,42280,47.37,26.32,15.79,10.53,0,0,190
21,KY,42285,44.44,27.78,27.78,0,0,0,180
21,KY,42286,38.98,22.03,15.25,8.47,11.86,3.39,590
21,KY,42301,40.32,25.88,13.98,9.01,9.16,1.66,19320
21,KY,42303,38.7,25,13.48,8.72,10.96,3.13,17880
21,KY,42320,42.69,27.46,14.63,8.36,5.97,0.9,3350
21,KY,42321,44.44,27.78,11.11,16.67,0,0,180
21,KY,42323,38.46,25.64,12.82,12.82,10.26,0,390
21,KY,42324,35.56,26.67,15.56,11.11,11.11,0,450
21,KY,42325,39.02,26.83,14.63,9.76,9.76,0,820
21,KY,42326,35.71,35.71,28.57,0,0,0,140
21,KY,42327,37.65,23.53,14.12,10.59,11.76,2.35,1700
21,KY,42328,40,29.09,14.55,7.27,9.09,0,550
21,KY,42330,43.49,23.96,14.2,9.17,7.69,1.48,3380
21,KY,42333,42.86,30.95,14.29,11.9,0,0,420
21,KY,42337,48.61,26.39,15.28,6.94,2.78,0,720
21,KY,42339,41.18,26.47,14.71,11.76,5.88,0,340
21,KY,42343,40.54,29.73,14.86,8.11,6.76,0,740
21,KY,42344,47.06,23.53,14.71,14.71,0,0,340
21,KY,42345,37.38,25,15.19,10.28,10.51,1.64,4280
21,KY,42347,40.89,27.53,13.77,8.91,7.69,1.21,2470
21,KY,42348,34.8,22.06,18.63,13.73,10.78,0,2040
21,KY,42349,42.86,30.61,14.29,8.16,4.08,0,490
21,KY,42350,38.89,27.78,14.81,9.26,9.26,0,540
21,KY,42351,36.87,19.55,17.88,12.85,11.17,1.68,1790
21,KY,42352,39.74,28.21,11.54,11.54,8.97,0,780
21,KY,42354,50,35.71,0,14.29,0,0,140
21,KY,42355,35.8,25.93,16.05,12.35,9.88,0,810
